Language,Participant,Occurency_order,Item,Consistency,Cons_level,Lexicality,Accuracy,RT,logRT,Outlier
French,108,24,Fr_inc_quatre-sadre.wav,inc,NA,pseudoword,1,1441,1.052887994,1
French,108,25,Fr_inc_gendarme-fandarte.wav,inc,2,pseudoword,1,1404,1.049122369,0
French,108,26,Fr_inc_girafe-kirague.wav,inc,3,pseudoword,1,1233,1.030321026,0
French,108,27,Fr_inc3_fils.wav,inc,3,word,1,1040,1.00567778,0
French,108,28,Fr_con_boule.wav,con,NA,word,1,1035,1.004980117,0
French,108,29,Fr_inc_camera-samena.wav,inc,2,pseudoword,1,1239,1.031023769,0
French,108,30,Fr_con0_vapeur.wav,con,0,word,1,986,0.997958972,0
French,108,31,Fr_inc_caisse-seffe.wav,inc,3,pseudoword,1,1352,1.043658897,0
French,108,32,Fr_con_pneu-treu.wav,con,NA,pseudoword,1,1448,1.053589521,0
French,108,33,Fr_inc_jour.wav,inc,NA,word,1,997,0.999565053,0
French,108,34,Fr_inc_soupe.wav,inc,NA,word,1,1083,1.011542819,0
French,108,35,Fr_inc2_quai.wav,inc,2,word,1,1094,1.013005774,0
French,108,36,Fr_con_morve-porle.wav,con,0,pseudoword,1,1352,1.043658897,0
French,108,37,Fr_inc_cerveau-kerbeau.wav,inc,3,pseudoword,1,1198,1.026152273,0
French,108,38,Fr_inc_sapin-carin.wav,inc,2,pseudoword,1,1127,1.017307972,0
French,108,39,Fr_inc_cousin-souffin.wav,inc,NA,pseudoword,1,1552,1.063630572,0
French,108,40,Fr_con_porte.wav,con,NA,word,1,1009,1.001297055,0
French,108,41,Fr_con_machoire-passoile.wav,con,0,pseudoword,1,1266,1.034144569,0
French,108,42,Fr_inc_cerf-queche.wav,inc,2,pseudoword,1,1436,1.052384813,0
French,108,43,Fr_con_bonbon.wav,con,NA,word,1,934,0.990115625,0
French,108,44,Fr_con_doute.wav,con,NA,word,1,942,0.991350301,0
French,108,45,Fr_inc_quatre.wav,inc,NA,word,1,1067,1.00938814,0
French,108,46,Fr_con_puma-luva.wav,con,NA,pseudoword,1,1138,1.018714087,0
French,108,47,Fr_con_drame-brane.wav,con,0,pseudoword,0,1611,1.069031847,0
French,108,48,Fr_con_baton-damon.wav,con,0,pseudoword,1,1150,1.020232613,0
French,108,49,Fr_inc2_castor.wav,inc,2,word,1,1227,1.029614854,0
French,108,50,Fr_inc3_cigogne.wav,inc,3,word,1,1207,1.027235757,0
French,108,51,Fr_inc3_kepis.wav,inc,3,word,1,1056,1.007887973,0
French,108,52,Fr_inc2_cote.wav,inc,2,word,1,920,0.987929276,0
French,108,53,Fr_con_parole.wav,con,NA,word,1,989,0.998398764,0
French,108,54,Fr_inc_gifle-sisle.wav,inc,3,pseudoword,1,1433,1.052082063,0
French,108,55,Fr_inc_jour-foube.wav,inc,NA,pseudoword,1,1651,1.072582358,0
French,108,56,Fr_con_doute-boune.wav,con,NA,pseudoword,1,1455,1.054287664,0
French,108,57,Fr_inc_pharmacie-sarnasie.wav,inc,NA,pseudoword,1,1740,1.080183083,0
French,108,58,Fr_con_larme-parde.wav,con,0,pseudoword,1,1501,1.058793564,0
French,108,59,Fr_con_roulade-bounade.wav,con,NA,pseudoword,1,1832,1.087641823,0
French,108,60,Fr_con_roulade.wav,con,NA,word,1,1041,1.00581691,0
French,108,61,Fr_con_boite.wav,con,NA,word,1,1017,1.002440318,0
French,108,62,Fr_con_retour.wav,con,NA,word,1,1289,1.036750972,0
French,108,63,Fr_inc_cible-quibre.wav,inc,2,pseudoword,1,1305,1.038536837,0
French,108,64,Fr_con_mouche.wav,con,NA,word,1,897,0.984264148,0
French,108,65,Fr_inc_castor-sactor.wav,inc,2,pseudoword,1,1469,1.055673932,0
French,108,66,Fr_con_boule-dougne.wav,con,NA,pseudoword,1,1298,1.037758231,0
French,108,67,Fr_con_puma.wav,con,NA,word,1,908,0.986028616,0
French,108,68,Fr_inc_cigogne-quisogne.wav,inc,3,pseudoword,1,1282,1.035962675,0
French,108,69,Fr_inc_foret-jolet.wav,inc,3,pseudoword,1,1589,1.067041299,0
French,108,70,Fr_inc3_caisse.wav,inc,3,word,1,1010,1.001440458,0
French,108,71,Fr_inc2_gendarme.wav,inc,2,word,1,1179,1.023837935,0
French,108,72,Fr_inc_kilo-giveaux.wav,inc,3,pseudoword,1,1393,1.047983705,0
French,108,73,Fr_con_doudoune-bouloune.wav,con,NA,pseudoword,1,1563,1.064652993,0
French,108,74,Fr_con_madame.wav,con,NA,word,1,1048,1.006787094,0
French,108,75,Fr_con0_lardon.wav,con,0,word,1,954,0.993182792,0
French,108,76,Fr_con_parole-nabole.wav,con,NA,pseudoword,1,1017,1.002440318,0
French,108,77,Fr_con0_baton.wav,con,0,word,1,1062,1.008708172,0
French,108,78,Fr_inc_pharmacie.wav,inc,NA,word,1,1519,1.060519258,0
French,108,79,Fr_con0_brulure.wav,con,0,word,1,1119,1.016276696,0
French,108,80,Fr_con_bouchon-doulon.wav,con,NA,pseudoword,1,1298,1.037758231,0
French,108,81,Fr_inc3_foret.wav,inc,3,word,1,1234,1.030438387,0
French,108,82,Fr_inc_serrure-quemure.wav,inc,2,pseudoword,1,1367,1.045256172,0
French,108,83,Fr_inc_question-sejtion.wav,inc,NA,pseudoword,1,1297,1.037646659,0
French,108,84,Fr_con_douleur-bouleuve.wav,con,NA,pseudoword,1,1275,1.035170062,0
French,108,85,Fr_con_madame-patame.wav,con,NA,pseudoword,1,1233,1.030321026,0
French,108,86,Fr_inc2_sapin.wav,inc,2,word,1,992,0.998837224,0
French,108,87,Fr_inc_cicatrice.wav,inc,NA,word,1,1206,1.027115769,0
French,108,88,Fr_con_lardon-parnon.wav,con,0,pseudoword,1,1576,1.065852071,0
French,108,89,Fr_con_peluche.wav,con,NA,word,1,860,0.97816615,0
French,108,90,Fr_inc_quai-zin.wav,inc,2,pseudoword,1,1662,1.073543673,0
French,108,91,Fr_inc3_gifle.wav,inc,3,word,1,1273,1.034942801,0
French,108,92,Fr_inc_jupe-fude.wav,inc,NA,pseudoword,1,1115,1.015758289,0
French,108,93,Fr_inc2_flaque.wav,inc,2,word,1,1007,1.001009824,0
French,108,94,Fr_inc_sabot.wav,inc,NA,word,1,1206,1.027115769,0
French,108,95,Fr_inc_phare-jale.wav,inc,NA,pseudoword,1,1268,1.034373085,0
French,108,96,Fr_con_peur.wav,con,NA,word,1,906,0.985709399,0
French,108,97,Fr_con_pneu.wav,con,NA,word,1,951,0.992726839,0
French,108,98,Fr_inc_question.wav,inc,NA,word,1,906,0.985709399,0
French,108,99,Fr_con_date-mabe.wav,con,0,pseudoword,1,1195,1.025789302,0
French,108,100,Fr_con_peluche-meruche.wav,con,NA,pseudoword,1,1077,1.010738568,0
French,108,101,Fr_inc2_serrure.wav,inc,2,word,1,1171,1.022852298,0
French,108,102,Fr_con_doudoune.wav,con,NA,word,1,1233,1.030321026,0
French,108,103,Fr_inc_kepi-selie.wav,inc,3,pseudoword,1,1319,1.040081599,0
French,108,104,Fr_con_vapeur-raneur.wav,con,0,pseudoword,1,1205,1.026995682,0
French,108,105,Fr_con0_machoire.wav,con,0,word,1,1082,1.011409087,0
French,108,106,Fr_inc3_girafe.wav,inc,3,word,1,1582,1.06640216,0
French,108,107,Fr_inc3_cerveau.wav,inc,3,word,1,1096,1.013270185,0
French,108,108,Fr_con_don-be.wav,con,NA,pseudoword,0,1316,1.039751963,0
French,108,109,Fr_inc_cote-soche.wav,inc,2,pseudoword,1,1395,1.048191403,0
French,108,110,Fr_con_preuve.wav,con,NA,word,1,1446,1.053389431,0
French,108,111,Fr_con_preuve-vreune.wav,con,NA,pseudoword,1,997,0.999565053,0
French,108,112,Fr_inc_sabot-fateau.wav,inc,NA,pseudoword,1,1091,1.01260825,0
French,108,113,Fr_inc_fils-jige.wav,inc,3,pseudoword,1,1209,1.027475434,0
French,108,114,Fr_inc2_cerf.wav,inc,2,word,1,1164,1.021984327,0
French,108,115,Fr_con0_morve.wav,con,0,word,1,1275,1.035170062,0
French,108,116,Fr_inc_soupe-coume.wav,inc,NA,pseudoword,1,1217,1.028430193,0
French,108,117,Fr_con_mouche-poube.wav,con,NA,pseudoword,1,1292,1.037087505,0
French,108,118,Fr_con_ruche-muve.wav,con,0,pseudoword,0,1539,1.062412873,1
French,108,119,Fr_con_bol-doche-.wav,con,NA,pseudoword,1,1214,1.028072896,0
French,108,120,Fr_inc_phare.wav,inc,NA,word,1,1234,1.030438387,0
French,109,1,Fr_con_larme-parde.wav,con,0,pseudoword,1,3224,1.169465011,1
French,109,2,Fr_con_pneu-treu.wav,con,NA,pseudoword,1,1536,1.062130405,0
French,109,3,Fr_inc2_sapin.wav,inc,2,word,1,882,0.981822862,0
French,109,4,Fr_inc2_serrure.wav,inc,2,word,1,978,0.996779618,0
French,109,5,Fr_inc_cote-soche.wav,inc,2,pseudoword,1,2412,1.127459101,1
French,109,6,Fr_inc3_fils.wav,inc,3,word,1,1190,1.02518232,0
French,109,7,Fr_con0_machoire.wav,con,0,word,1,1232,1.030203569,0
French,109,8,Fr_inc_quai-zin.wav,inc,2,pseudoword,0,2545,1.135229262,0
French,109,9,Fr_inc2_gendarme.wav,inc,2,word,1,910,0.986347131,0
French,109,10,Fr_inc_soupe.wav,inc,NA,word,1,978,0.996779618,0
French,109,11,Fr_con0_morve.wav,con,0,word,1,1032,1.004559899,0
French,109,12,Fr_con_puma.wav,con,NA,word,1,823,0.971799945,0
French,109,13,Fr_con_porte.wav,con,NA,word,1,810,0.969495006,0
French,109,14,Fr_con_doute-boune.wav,con,NA,pseudoword,1,1062,1.008708172,0
French,109,15,Fr_con_boite-doiche.wav,con,NA,pseudoword,1,1267,1.034258872,0
French,109,16,Fr_con_don-be.wav,con,NA,pseudoword,1,1318,1.039971803,0
French,109,17,Fr_inc_jupe.wav,inc,NA,word,1,913,0.986823593,0
French,109,18,Fr_inc2_cote.wav,inc,2,word,1,821,0.971447719,0
French,109,19,Fr_con_madame.wav,con,NA,word,1,887,0.982641207,0
French,109,20,Fr_con_morve-porle.wav,con,0,pseudoword,1,932,0.989805304,0
French,109,21,Fr_inc2_castor.wav,inc,2,word,1,1148,1.019980629,0
French,109,22,Fr_inc_jour.wav,inc,NA,word,1,937,0.990579864,0
French,109,23,Fr_con_don.wav,con,NA,word,1,899,0.984586564,0
French,109,24,Fr_con_parole.wav,con,NA,word,1,823,0.971799945,0
French,109,25,Fr_con_peluche.wav,con,NA,word,1,681,0.944382371,0
French,109,26,Fr_con_mouche-poube.wav,con,NA,pseudoword,1,852,0.976813198,0
French,109,27,Fr_inc_serrure-quemure.wav,inc,2,pseudoword,1,1019,1.002724728,0
French,109,28,Fr_con_machoire-passoile.wav,con,0,pseudoword,1,1154,1.02073527,0
French,109,29,Fr_con_boule-dougne.wav,con,NA,pseudoword,1,976,0.996483273,0
French,109,30,Fr_con_date-mabe.wav,con,0,pseudoword,1,1370,1.045573522,0
French,109,31,Fr_con_puma-luva.wav,con,NA,pseudoword,1,1014,1.002012652,0
French,109,32,Fr_con_ruche-muve.wav,con,0,pseudoword,0,1345,1.042907428,1
French,109,33,Fr_con_preuve.wav,con,NA,word,1,917,0.987456445,0
French,109,34,Fr_con0_date.wav,con,0,word,1,858,0.977829096,0
French,109,35,Fr_inc_gendarme-fandarte.wav,inc,2,pseudoword,1,2052,1.104059119,0
French,109,36,Fr_con_lardon-parnon.wav,con,0,pseudoword,1,1353,1.043765932,0
French,109,37,Fr_inc2_camera.wav,inc,2,word,1,762,0.960651657,0
French,109,38,Fr_inc3_kilo.wav,inc,3,word,1,1068,1.009523751,0
French,109,39,Fr_inc2_cible.wav,inc,2,word,1,853,0.97698301,0
French,109,40,Fr_inc_question.wav,inc,NA,word,1,807,0.968957845,0
French,109,41,Fr_inc_cerf-queche.wav,inc,2,pseudoword,1,1167,1.022356952,0
French,109,42,Fr_inc2_quai.wav,inc,2,word,1,757,0.959698627,0
French,109,43,Fr_inc_pharmacie.wav,inc,NA,word,1,881,0.981658636,0
French,109,44,Fr_inc_foret-jolet.wav,inc,3,pseudoword,1,1831,1.087562781,0
French,109,45,Fr_inc_fils-jige.wav,inc,3,pseudoword,1,2484,1.131717197,1
French,109,46,Fr_inc_quatre.wav,inc,NA,word,1,1114,1.015628397,0
French,109,47,Fr_inc_flaque-slasse.wav,inc,2,pseudoword,1,1503,1.058986327,0
French,109,48,Fr_inc3_sirene.wav,inc,3,word,1,1081,1.011275231,0
French,109,49,Fr_con_peur.wav,con,NA,word,1,1129,1.017564647,0
French,109,50,Fr_inc_phare.wav,inc,NA,word,1,918,0.987614227,0
French,109,51,Fr_con0_drame.wav,con,0,word,1,873,0.980338081,0
French,109,52,Fr_inc_sirene-kirelle.wav,inc,3,pseudoword,1,1221,1.028905221,0
French,109,53,Fr_inc3_girafe.wav,inc,3,word,1,807,0.968957845,0
French,109,54,Fr_con_bouchon-doulon.wav,con,NA,pseudoword,1,1113,1.015498388,0
French,109,55,Fr_con_vapeur-raneur.wav,con,0,pseudoword,1,1107,1.014715874,0
French,109,56,Fr_con_bonbon-donmon.wav,con,NA,pseudoword,1,1138,1.018714087,0
French,109,57,Fr_con0_vapeur.wav,con,0,word,1,836,0.974068759,0
French,109,58,Fr_inc_phare-jale.wav,inc,NA,pseudoword,1,2268,1.118547683,1
French,109,59,Fr_con_doudoune-bouloune.wav,con,NA,pseudoword,1,1049,1.006925163,0
French,109,60,Fr_inc_pharmacie-sarnasie.wav,inc,NA,pseudoword,1,1337,1.042043802,0
French,109,61,Fr_con0_baton.wav,con,0,word,1,905,0.985549526,0
French,109,62,Fr_inc_cerveau-kerbeau.wav,inc,3,pseudoword,1,883,0.981986901,0
French,109,63,Fr_con0_ruche.wav,con,0,word,1,882,0.981822862,0
French,109,64,Fr_con_roulade-bounade.wav,con,NA,pseudoword,1,1259,1.03334191,0
French,109,65,Fr_inc_camera-samena.wav,inc,2,pseudoword,1,1020,1.002866724,0
French,109,66,Fr_con_parole-nabole.wav,con,NA,pseudoword,1,939,0.990888531,0
French,109,67,Fr_con_doudoune.wav,con,NA,word,1,1095,1.01313804,0
French,109,68,Fr_inc3_cerveau.wav,inc,3,word,1,879,0.981329625,0
French,109,69,Fr_con_pneu.wav,con,NA,word,1,1136,1.018459444,0
French,109,70,Fr_inc_caisse-seffe.wav,inc,3,pseudoword,1,1287,1.036526182,0
French,109,71,Fr_inc_cousin.wav,inc,NA,word,1,777,0.963473673,0
French,109,72,Fr_inc3_kepis.wav,inc,3,word,1,935,0.990270537,0
French,109,73,Fr_con_boite.wav,con,NA,word,1,794,0.966606834,0
French,109,74,Fr_con_boule.wav,con,NA,word,1,1181,1.024083299,0
French,109,75,Fr_inc_jour-foube.wav,inc,NA,pseudoword,0,1210,1.027595123,0
French,109,76,Fr_inc_quatre-sadre.wav,inc,NA,pseudoword,0,865,0.979005369,1
French,109,77,Fr_con_retour-betoute.wav,con,NA,pseudoword,1,1094,1.013005774,0
French,109,78,Fr_inc2_flaque.wav,inc,2,word,1,966,0.994992375,0
French,109,79,Fr_con0_larme.wav,con,0,word,1,905,0.985549526,0
French,109,80,Fr_con_douleur-bouleuve.wav,con,NA,pseudoword,1,1120,1.016406008,0
French,109,81,Fr_con_douleur.wav,con,NA,word,1,889,0.982967254,0
French,109,82,Fr_inc3_cigogne.wav,inc,3,word,1,819,0.971094634,0
French,109,83,Fr_inc3_gifle.wav,inc,3,word,1,752,0.95873928,0
French,109,84,Fr_con_peur-leute.wav,con,NA,pseudoword,1,855,0.977322038,0
French,109,85,Fr_con_baton-damon.wav,con,0,pseudoword,1,1046,1.006510562,0
French,109,86,Fr_con_mouche.wav,con,NA,word,1,804,0.968418683,0
French,109,87,Fr_con_bonbon.wav,con,NA,word,1,745,0.957385424,0
French,109,88,Fr_con_roulade.wav,con,NA,word,1,998,0.99971018,0
French,109,89,Fr_con0_brulure.wav,con,0,word,1,1271,1.034715184,0
French,109,90,Fr_inc_cigogne-quisogne.wav,inc,3,pseudoword,1,987,0.998105718,0
French,109,91,Fr_con_drame-brane.wav,con,0,pseudoword,1,1084,1.011676427,0
French,109,92,Fr_con_peluche-meruche.wav,con,NA,pseudoword,1,965,0.994842438,0
French,109,93,Fr_con_bouchon.wav,con,NA,word,1,856,0.977491255,0
French,109,94,Fr_inc_girafe-kirague.wav,inc,3,pseudoword,1,873,0.980338081,0
French,109,95,Fr_con0_lardon.wav,con,0,word,1,793,0.966424396,0
French,109,96,Fr_inc_sabot-fateau.wav,inc,NA,pseudoword,0,918,0.987614227,0
French,109,97,Fr_inc_kepi-selie.wav,inc,3,pseudoword,1,981,0.997223002,0
French,109,98,Fr_inc_jupe-fude.wav,inc,NA,pseudoword,1,926,0.988870329,0
French,109,99,Fr_inc_question-sejtion.wav,inc,NA,pseudoword,1,1216,1.028311192,0
French,109,100,Fr_inc_soupe-coume.wav,inc,NA,pseudoword,1,1295,1.037423256,0
French,109,101,Fr_con_brulure-trumure.wav,con,0,pseudoword,1,812,0.96985201,0
French,109,102,Fr_con_retour.wav,con,NA,word,1,913,0.986823593,0
French,109,103,Fr_con_bol-doche-.wav,con,NA,pseudoword,1,829,0.97285151,0
French,109,104,Fr_inc3_foret.wav,inc,3,word,1,1023,1.003291878,0
French,109,105,Fr_inc_cicatrice-quigeatrice.wav,inc,NA,pseudoword,1,1184,1.024450567,0
French,109,106,Fr_con_doute.wav,con,NA,word,1,841,0.974931999,0
French,109,107,Fr_inc_castor-sactor.wav,inc,2,pseudoword,1,1126,1.017179464,0
French,109,108,Fr_inc_cousin-souffin.wav,inc,NA,pseudoword,1,1347,1.043122532,0
French,109,109,Fr_inc_sabot.wav,inc,NA,word,1,1146,1.019728206,0
French,109,110,Fr_inc2_cerf.wav,inc,2,word,1,799,0.967515593,0
French,109,111,Fr_con_preuve-vreune.wav,con,NA,pseudoword,1,1034,1.00484018,0
French,109,112,Fr_inc_cicatrice.wav,inc,NA,word,1,960,0.994090411,0
French,109,113,Fr_con_porte-lorve.wav,con,NA,pseudoword,1,1489,1.057631566,0
French,109,114,Fr_inc_sapin-carin.wav,inc,2,pseudoword,1,1020,1.002866724,0
French,109,115,Fr_inc_cible-quibre.wav,inc,2,pseudoword,1,1075,1.010469488,0
French,109,116,Fr_inc_gifle-sisle.wav,inc,3,pseudoword,1,1095,1.01313804,0
French,109,117,Fr_inc3_caisse.wav,inc,3,word,1,1005,1.000722021,0
French,109,118,Fr_con_madame-patame.wav,con,NA,pseudoword,1,1133,1.018076637,0
French,109,119,Fr_con_bol.wav,con,NA,word,1,819,0.971094634,0
French,109,120,Fr_inc_kilo-giveaux.wav,inc,3,pseudoword,1,919,0.987771837,0
French,110,1,Fr_con_pneu.wav,con,NA,word,0,1242,1.031373865,0
French,110,2,Fr_inc_pharmacie-sarnasie.wav,inc,NA,pseudoword,1,1156,1.020985945,0
French,110,3,Fr_con_bonbon-donmon.wav,con,NA,pseudoword,1,1138,1.018714087,0
French,110,4,Fr_inc_sapin-carin.wav,inc,2,pseudoword,1,902,0.985068846,0
French,110,5,Fr_con_retour-betoute.wav,con,NA,pseudoword,1,983,0.997517839,0
French,110,6,Fr_con_morve-porle.wav,con,0,pseudoword,1,934,0.990115625,0
French,110,7,Fr_con_porte.wav,con,NA,word,1,745,0.957385424,0
French,110,8,Fr_con_puma.wav,con,NA,word,1,857,0.977660274,0
French,110,9,Fr_con_bouchon.wav,con,NA,word,1,929,0.989338571,0
French,110,10,Fr_inc2_cerf.wav,inc,2,word,1,902,0.985068846,0
French,110,11,Fr_con_madame-patame.wav,con,NA,pseudoword,1,942,0.991350301,0
French,110,12,Fr_con_bonbon.wav,con,NA,word,1,902,0.985068846,0
French,110,13,Fr_inc3_foret.wav,inc,3,word,1,767,0.961598455,0
French,110,14,Fr_inc_jour-foube.wav,inc,NA,pseudoword,1,981,0.997223002,0
French,110,15,Fr_con_date-mabe.wav,con,0,pseudoword,1,993,0.998983083,0
French,110,16,Fr_inc_quai-zin.wav,inc,2,pseudoword,1,873,0.980338081,0
French,110,17,Fr_inc_cerveau-kerbeau.wav,inc,3,pseudoword,1,900,0.984747503,0
French,110,18,Fr_con_roulade-bounade.wav,con,NA,pseudoword,1,1107,1.014715874,0
French,110,19,Fr_inc_cousin-souffin.wav,inc,NA,pseudoword,1,1169,1.022604837,0
French,110,20,Fr_inc_quatre.wav,inc,NA,word,1,840,0.974759762,0
French,110,21,Fr_con_boule-dougne.wav,con,NA,pseudoword,1,1003,1.000433644,0
French,110,22,Fr_con_parole.wav,con,NA,word,1,982,0.997370496,0
French,110,23,Fr_con_roulade.wav,con,NA,word,1,1230,1.02996837,0
French,110,24,Fr_con_don.wav,con,NA,word,1,914,0.986982065,0
French,110,25,Fr_inc3_gifle.wav,inc,3,word,0,1340,1.042368266,0
French,110,26,Fr_inc3_kilo.wav,inc,3,word,1,946,0.991963712,0
French,110,27,Fr_con_boule.wav,con,NA,word,1,788,0.965508739,0
French,110,28,Fr_con_mouche.wav,con,NA,word,1,752,0.95873928,0
French,110,29,Fr_inc_flaque-slasse.wav,inc,2,pseudoword,1,996,0.999419779,0
French,110,30,Fr_con_pneu-treu.wav,con,NA,pseudoword,1,985,0.997812077,0
French,110,31,Fr_con0_machoire.wav,con,0,word,1,749,0.958160606,0
French,110,32,Fr_inc_kilo-giveaux.wav,inc,3,pseudoword,1,857,0.977660274,0
French,110,33,Fr_inc_caisse-seffe.wav,inc,3,pseudoword,1,1114,1.015628397,0
French,110,34,Fr_inc2_castor.wav,inc,2,word,1,1003,1.000433644,0
French,110,35,Fr_inc_question-sejtion.wav,inc,NA,pseudoword,1,1086,1.011943275,0
French,110,36,Fr_inc2_cible.wav,inc,2,word,1,955,0.993334457,0
French,110,37,Fr_inc_foret-jolet.wav,inc,3,pseudoword,1,1033,1.004700107,0
French,110,38,Fr_con_madame.wav,con,NA,word,1,892,0.983454951,0
French,110,39,Fr_inc_phare.wav,inc,NA,word,1,917,0.987456445,0
French,110,40,Fr_inc3_kepis.wav,inc,3,word,1,1070,1.009794593,0
French,110,41,Fr_con_don-be.wav,con,NA,pseudoword,1,1122,1.016664286,0
French,110,42,Fr_inc3_sirene.wav,inc,3,word,1,905,0.985549526,0
French,110,43,Fr_inc_cible-quibre.wav,inc,2,pseudoword,1,967,0.995142158,0
French,110,44,Fr_inc_cousin.wav,inc,NA,word,1,757,0.959698627,0
French,110,45,Fr_inc2_quai.wav,inc,2,word,0,727,0.953844804,0
French,110,46,Fr_con0_brulure.wav,con,0,word,1,1099,1.013665897,0
French,110,47,Fr_con_parole-nabole.wav,con,NA,pseudoword,1,944,0.991657331,0
French,110,48,Fr_con_peluche.wav,con,NA,word,1,720,0.952444165,0
French,110,49,Fr_inc2_flaque.wav,inc,2,word,1,1044,1.0062335,0
French,110,50,Fr_con_peur.wav,con,NA,word,1,864,0.978837914,0
French,110,51,Fr_inc2_gendarme.wav,inc,2,word,1,781,0.964217011,0
French,110,52,Fr_inc_cote-soche.wav,inc,2,pseudoword,1,1241,1.03125726,0
French,110,53,Fr_con0_ruche.wav,con,0,word,1,833,0.973548334,0
French,110,54,Fr_con_boite.wav,con,NA,word,1,1043,1.006094769,0
French,110,55,Fr_inc_camera-samena.wav,inc,2,pseudoword,1,1020,1.002866724,0
French,110,56,Fr_inc_gifle-sisle.wav,inc,3,pseudoword,1,1259,1.03334191,0
French,110,57,Fr_inc_kepi-selie.wav,inc,3,pseudoword,1,909,0.986187961,0
French,110,58,Fr_inc_soupe.wav,inc,NA,word,1,863,0.978670265,0
French,110,59,Fr_con0_drame.wav,con,0,word,1,1139,1.018841241,0
French,110,60,Fr_inc_question.wav,inc,NA,word,1,951,0.992726839,0
French,110,61,Fr_inc3_caisse.wav,inc,3,word,0,1097,1.013402209,0
French,110,62,Fr_con_drame-brane.wav,con,0,pseudoword,0,1069,1.009659235,0
French,110,63,Fr_inc_cicatrice.wav,inc,NA,word,1,957,0.993637313,0
French,110,64,Fr_con_bol-doche-.wav,con,NA,pseudoword,1,917,0.987456445,0
French,110,65,Fr_con_boite-doiche.wav,con,NA,pseudoword,1,941,0.991196541,0
French,110,66,Fr_inc_jupe-fude.wav,inc,NA,pseudoword,1,930,0.989494316,0
French,110,67,Fr_con_brulure-trumure.wav,con,0,pseudoword,1,821,0.971447719,0
French,110,68,Fr_inc3_cerveau.wav,inc,3,word,1,1153,1.020609769,0
French,110,69,Fr_con_peur-leute.wav,con,NA,pseudoword,1,976,0.996483273,0
French,110,70,Fr_inc_soupe-coume.wav,inc,NA,pseudoword,1,976,0.996483273,0
French,110,71,Fr_con_peluche-meruche.wav,con,NA,pseudoword,1,931,0.989649894,0
French,110,72,Fr_con_puma-luva.wav,con,NA,pseudoword,1,921,0.988086543,0
French,110,73,Fr_con_doute-boune.wav,con,NA,pseudoword,1,1022,1.003150299,0
French,110,74,Fr_con_ruche-muve.wav,con,0,pseudoword,1,815,0.97038587,1
French,110,75,Fr_inc2_cote.wav,inc,2,word,0,917,0.987456445,0
French,110,76,Fr_inc_cicatrice-quigeatrice.wav,inc,NA,pseudoword,1,987,0.998105718,0
French,110,77,Fr_con0_larme.wav,con,0,word,1,937,0.990579864,0
French,110,78,Fr_inc_fils-jige.wav,inc,3,pseudoword,1,1045,1.006372097,0
French,110,79,Fr_inc_quatre-sadre.wav,inc,NA,pseudoword,0,1120,1.016406008,1
French,110,80,Fr_con_douleur-bouleuve.wav,con,NA,pseudoword,1,1110,1.01510766,0
French,110,81,Fr_inc_sabot-fateau.wav,inc,NA,pseudoword,1,899,0.984586564,0
French,110,82,Fr_inc2_serrure.wav,inc,2,word,1,969,0.995441259,0
French,110,83,Fr_con_porte-lorve.wav,con,NA,pseudoword,1,914,0.986982065,0
French,110,84,Fr_con_bouchon-doulon.wav,con,NA,pseudoword,1,1318,1.039971803,0
French,110,85,Fr_con_douleur.wav,con,NA,word,1,976,0.996483273,0
French,110,86,Fr_con_baton-damon.wav,con,0,pseudoword,1,965,0.994842438,0
French,110,87,Fr_inc_sirene-kirelle.wav,inc,3,pseudoword,1,995,0.99927436,0
French,110,88,Fr_con0_vapeur.wav,con,0,word,1,975,0.996334872,0
French,110,89,Fr_inc2_sapin.wav,inc,2,word,1,908,0.986028616,0
French,110,90,Fr_inc_castor-sactor.wav,inc,2,pseudoword,1,978,0.996779618,0
French,110,91,Fr_con0_baton.wav,con,0,word,1,902,0.985068846,0
French,110,92,Fr_inc_pharmacie.wav,inc,NA,word,1,944,0.991657331,0
French,110,93,Fr_inc_gendarme-fandarte.wav,inc,2,pseudoword,1,1287,1.036526182,0
French,110,94,Fr_inc_jour.wav,inc,NA,word,1,1060,1.008435288,0
French,110,95,Fr_inc_cigogne-quisogne.wav,inc,3,pseudoword,1,928,0.989182659,0
French,110,96,Fr_con_vapeur-raneur.wav,con,0,pseudoword,1,1268,1.034373085,0
French,110,97,Fr_inc_sabot.wav,inc,NA,word,0,1168,1.022480948,0
French,110,98,Fr_con0_lardon.wav,con,0,word,1,1074,1.01033476,0
French,110,99,Fr_inc3_fils.wav,inc,3,word,1,889,0.982967254,0
French,110,100,Fr_con_doudoune.wav,con,NA,word,1,916,0.987298491,0
French,110,101,Fr_inc_jupe.wav,inc,NA,word,1,936,0.990425283,0
French,110,102,Fr_con_preuve-vreune.wav,con,NA,pseudoword,1,962,0.994391691,0
French,110,103,Fr_con_doute.wav,con,NA,word,1,891,0.983292568,0
French,110,104,Fr_con_lardon-parnon.wav,con,0,pseudoword,1,988,0.998252315,0
French,110,105,Fr_inc_cerf-queche.wav,inc,2,pseudoword,1,1092,1.012740879,0
French,110,106,Fr_con_bol.wav,con,NA,word,1,987,0.998105718,0
French,110,107,Fr_inc_serrure-quemure.wav,inc,2,pseudoword,1,976,0.996483273,0
